Results,Age,Benefit,Benefit Value,Body Type,Confidence,Cortisol Cleaning,Cortisol Filter,Created time,Inflammation Filter,Last edited time,Main Tag,Max Pain,Muscle Damage Filter,Muscle Soreness Filter,"Oxidative Stress Filter ",Pain Filter,Participants,Product,"Research Papers ",Score,Sex,Sleep Quality Filter,Sub Tag,Supplement,Trial Design,Trial Length,Year,💊 Supplements
"The study shows that the Carnitine group utilized 55% less muscle glycogen compared to the Control group during low-intensity exercise, suggesting a reduction in muscle fatigue.","18-29, 30-44",Positive,1,"Healthy weight, trained",🗒️,No,0,"October 21, 2023 8:44 AM",0,"April 18, 2025 4:05 PM",Mental Fatigue,L-Carnitine,0,0,0,0,14,,Chronic oral ingestion of L-carnitine and carbohydrate increases muscle carnitine content and alters muscle fuel metabolism during exercise in humans (https://www.notion.so/Chronic-oral-ingestion-of-L-carnitine-and-carbohydrate-increases-muscle-carnitine-content-and-alters-112430cb0bc94046a2113cbddae4cb41?pvs=21),0,male,0,,L-Carnitine,double-blind,1-6 months,,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
"The Carnitine group increased work output by 11% from baseline in the performance trial, indicating an improvement in power output.","18-29, 30-44",Positive,1,"Healthy weight, trained",🗒️,No,0,"October 21, 2023 8:44 AM",0,"April 18, 2025 4:05 PM",Power Output,L-Carnitine,0,0,0,0,14,,Chronic oral ingestion of L-carnitine and carbohydrate increases muscle carnitine content and alters muscle fuel metabolism during exercise in humans (https://www.notion.so/Chronic-oral-ingestion-of-L-carnitine-and-carbohydrate-increases-muscle-carnitine-content-and-alters-112430cb0bc94046a2113cbddae4cb41?pvs=21),0,male,0,,L-Carnitine,double-blind,1-6 months,,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
"The Carnitine group showed a better maintenance of the muscle PCr/ATP ratio during high-intensity exercise, which could suggest an improvement in endurance threshold.","18-29, 30-44",Positive,1,"Healthy weight, trained",🗒️,No,0,"October 21, 2023 8:45 AM",0,"April 18, 2025 4:05 PM",Endurance Threshold,L-Carnitine,0,0,0,0,14,,Chronic oral ingestion of L-carnitine and carbohydrate increases muscle carnitine content and alters muscle fuel metabolism during exercise in humans (https://www.notion.so/Chronic-oral-ingestion-of-L-carnitine-and-carbohydrate-increases-muscle-carnitine-content-and-alters-112430cb0bc94046a2113cbddae4cb41?pvs=21),0,male,0,,L-Carnitine,double-blind,1-6 months,,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
"Taking a dose of L-carnitine, a dietary supplement, before a workout made 26 professional footballers run faster and longer before feeling tired. It also lowered their heart rates and reduced their body's production of lactate, a substance that can cause muscle fatigue.","13-17, 18-29",Positive,1,trained,✅,No,0,"October 21, 2023 9:10 AM",0,"April 18, 2025 4:05 PM",Exercise Perfomance,L-Carnitine,0,0,0,0,26,,The effects of acute L-carnitine supplementation on endurance performance of athletes (https://www.notion.so/The-effects-of-acute-L-carnitine-supplementation-on-endurance-performance-of-athletes-84b730dbd9014b53911b85c9e16eef39?pvs=21),1,male,0,"Endurance Threshold, Sprint Performance",L-Carnitine,randomized controlled trial,24 hours,,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
The inclusion of betaine did not significantly improve sprint duration.,18-29,NULL,-1,"healthy weight, trained",✅,No,0,"October 21, 2023 9:17 AM",0,"April 19, 2025 9:53 AM",Exercise Perfomance,Betaine,0,0,0,0,10,,Influence of betaine consumption on strenuous running and sprinting in a hot environment (https://www.notion.so/Influence-of-betaine-consumption-on-strenuous-running-and-sprinting-in-a-hot-environment-e7f77fde4fec4f97ad15a91cf6c2d6bb?pvs=21),-1,male,0,Sprint Performance,Betaine,double-blind,1-7 days,,Betaine (https://www.notion.so/Betaine-1d659c2aeec58150abf5f99569ee02b9?pvs=21)
"The study found that betaine supplementation resulted in a moderate increase in total repetitions and volume load in the bench press exercise. ",18-29,Positive,1,"healthy weight, trained",✅,No,0,"October 21, 2023 9:19 AM",0,"April 19, 2025 9:53 AM",Exercise Perfomance,Betaine,0,0,0,0,13,,"The effects of chronic betaine supplementation on exercise performance, skeletal muscle oxygen saturation and associated biochemical parameters in resistance trained men (https://www.notion.so/The-effects-of-chronic-betaine-supplementation-on-exercise-performance-skeletal-muscle-oxygen-satur-a3ea412b4ba34c05af552c9e3219778d?pvs=21)",1,male,0,"Muscle Fatigue, Power Output ",Betaine,double-blind,1-2 weeks,,Betaine (https://www.notion.so/Betaine-1d659c2aeec58150abf5f99569ee02b9?pvs=21)
"The study found that betaine supplementation resulted in a moderate increase in total repetitions and volume load in the bench press exercise. ",18-29,Positive,1,"healthy weight, trained",✅,No,0,"October 21, 2023 9:19 AM",0,"April 19, 2025 9:53 AM",Power Output,Betaine,0,0,0,0,13,,"The effects of chronic betaine supplementation on exercise performance, skeletal muscle oxygen saturation and associated biochemical parameters in resistance trained men (https://www.notion.so/The-effects-of-chronic-betaine-supplementation-on-exercise-performance-skeletal-muscle-oxygen-satur-a3ea412b4ba34c05af552c9e3219778d?pvs=21)",1,male,0,,Betaine,double-blind,1-2 weeks,,Betaine (https://www.notion.so/Betaine-1d659c2aeec58150abf5f99569ee02b9?pvs=21)
"The study found that betaine supplementation resulted in a moderate increase in total repetitions and volume load in the bench press exercise. ",18-29,Positive,1,"healthy weight, trained",✅,No,0,"October 21, 2023 9:20 AM",0,"April 19, 2025 9:53 AM",Muscle Fatigue,Betaine,0,0,0,0,13,,"The effects of chronic betaine supplementation on exercise performance, skeletal muscle oxygen saturation and associated biochemical parameters in resistance trained men (https://www.notion.so/The-effects-of-chronic-betaine-supplementation-on-exercise-performance-skeletal-muscle-oxygen-satur-a3ea412b4ba34c05af552c9e3219778d?pvs=21)",1,male,0,,Betaine,double-blind,1-2 weeks,,Betaine (https://www.notion.so/Betaine-1d659c2aeec58150abf5f99569ee02b9?pvs=21)
The CoQ10 treatment did not improve general exercise performance or decrease oxidative stress.,,NULL,-1,trained,✅,No,0,"October 21, 2023 9:21 AM",0,"April 18, 2025 4:23 PM",Exercise Perfomance,Coenzyme Q10,0,0,0,0,15,,Impact of oral ubiquinol on blood oxidative stress and exercise performance (https://www.notion.so/Impact-of-oral-ubiquinol-on-blood-oxidative-stress-and-exercise-performance-53f0cbd9b5d14812ab07ed848ec78ea3?pvs=21),-1,both sexes,0,,Coenzyme Q10,randomized controlled trial,2-4 weeks,,Coenzyme Q10 (https://www.notion.so/Coenzyme-Q10-1d659c2aeec58158bce3f79e8b38be05?pvs=21)
The CoQ10 treatment did not improve general exercise performance or decrease oxidative stress.,,NULL,-1,trained,✅,No,0,"October 21, 2023 9:21 AM",0,"April 18, 2025 4:23 PM",Oxidative Stress,Coenzyme Q10,0,0,-1,0,15,,Impact of oral ubiquinol on blood oxidative stress and exercise performance (https://www.notion.so/Impact-of-oral-ubiquinol-on-blood-oxidative-stress-and-exercise-performance-53f0cbd9b5d14812ab07ed848ec78ea3?pvs=21),-1,both sexes,0,Exercise,Coenzyme Q10,randomized controlled trial,2-4 weeks,,Coenzyme Q10 (https://www.notion.so/Coenzyme-Q10-1d659c2aeec58158bce3f79e8b38be05?pvs=21)
" Supplementation with caffeine or quercetin did not affect total work performed or the self-selected pacing strategy employed. ",18-29,NULL,-1,healthy weight,✅,No,0,"October 21, 2023 9:26 AM",0,"April 17, 2025 4:41 PM",Exercise Perfomance,Quercetin,0,0,0,0,10,,No effect of nutritional adenosine receptor antagonists on exercise performance in the heat (https://www.notion.so/No-effect-of-nutritional-adenosine-receptor-antagonists-on-exercise-performance-in-the-heat-bb00045026924adcb976e335291dae35?pvs=21),-1,male,0,,Quercetin,double-blind,24 hours,,Quercetin (https://www.notion.so/Quercetin-1d659c2aeec581a6987de2275d6e5480?pvs=21)
"The consumption of quercetin did not improve repeated-sprint performance, nor did it attenuate indicators of xanthine oxidase activity or interleukin-6, a marker of the inflammatory response after sprint exercise.",18-29,NULL,-1,"Healthy weight, trained",✅,No,0,"October 21, 2023 9:33 AM",0,"April 17, 2025 4:41 PM",Exercise Perfomance,Quercetin,0,0,0,0,15,,"Effect of quercetin supplementation on repeated-sprint performance, xanthine oxidase activity, and inflammation (https://www.notion.so/Effect-of-quercetin-supplementation-on-repeated-sprint-performance-xanthine-oxidase-activity-and-i-909edf1013ec4d039b590d77835c2cf2?pvs=21)",-1,male,0,,Quercetin,double-blind,n/a,,Quercetin (https://www.notion.so/Quercetin-1d659c2aeec581a6987de2275d6e5480?pvs=21)
"The consumption of quercetin did not improve repeated-sprint performance, nor did it attenuate indicators of xanthine oxidase activity or interleukin-6, a marker of the inflammatory response after sprint exercise.",18-29,NULL,-1,"Healthy weight, trained",✅,No,0,"October 21, 2023 9:33 AM",0,"April 17, 2025 4:41 PM",Oxidative Stress,Quercetin,0,0,-1,0,15,,"Effect of quercetin supplementation on repeated-sprint performance, xanthine oxidase activity, and inflammation (https://www.notion.so/Effect-of-quercetin-supplementation-on-repeated-sprint-performance-xanthine-oxidase-activity-and-i-909edf1013ec4d039b590d77835c2cf2?pvs=21)",-1,male,0,,Quercetin,double-blind,n/a,,Quercetin (https://www.notion.so/Quercetin-1d659c2aeec581a6987de2275d6e5480?pvs=21)
"The consumption of quercetin did not improve repeated-sprint performance, nor did it attenuate indicators of xanthine oxidase activity or interleukin-6, a marker of the inflammatory response after sprint exercise.",18-29,NULL,-1,"Healthy weight, trained",✅,No,0,"October 21, 2023 9:34 AM",-1,"April 17, 2025 4:41 PM",Inflammation,Quercetin,0,0,0,0,15,,"Effect of quercetin supplementation on repeated-sprint performance, xanthine oxidase activity, and inflammation (https://www.notion.so/Effect-of-quercetin-supplementation-on-repeated-sprint-performance-xanthine-oxidase-activity-and-i-909edf1013ec4d039b590d77835c2cf2?pvs=21)",-1,male,0,,Quercetin,double-blind,n/a,,Quercetin (https://www.notion.so/Quercetin-1d659c2aeec581a6987de2275d6e5480?pvs=21)
Quercetin supplementation actually resulted in a worse performance than the placebo when evaluated through the lens of percent fatigue decrement.,18-29,Negative,-1,"Healthy weight, trained",🗒️,No,0,"October 21, 2023 9:34 AM",0,"April 17, 2025 4:41 PM",Exercise Perfomance,Quercetin,0,0,0,0,15,,"Effect of quercetin supplementation on repeated-sprint performance, xanthine oxidase activity, and inflammation (https://www.notion.so/Effect-of-quercetin-supplementation-on-repeated-sprint-performance-xanthine-oxidase-activity-and-i-909edf1013ec4d039b590d77835c2cf2?pvs=21)",0,male,0,,Quercetin,double-blind,n/a,,Quercetin (https://www.notion.so/Quercetin-1d659c2aeec581a6987de2275d6e5480?pvs=21)
Whole beetroot consumption resulted in faster running velocities during the last 1.1 miles of a 5-km run and lower ratings of perceived exertion at 1.8 km into the run.,18-29,Positive,1,trained,⭐,No,0,"October 21, 2023 9:34 AM",0,"October 21, 2023 9:35 AM",Exercise Perfomance,,0,0,0,0,11,,Whole beetroot consumption acutely improves running performance (https://www.notion.so/Whole-beetroot-consumption-acutely-improves-running-performance-37c52c85a1104dea9548bbc4011f0bee?pvs=21),2,both sexes,0,"Endurance Threshold, Sprint Performance",Nitrate,double-blind,24 hours,,
"The study demonstrated that consumption of Eleutherococcus senticosus (ES) led to a 12% increase in VO2 peak, a 23% improvement in endurance time, and a 4% increase in the highest heart rate.",18-29,Positive,1,trained,⭐,No,0,"October 21, 2023 9:36 AM",0,"April 15, 2025 6:05 PM",Exercise Perfomance,Eleuthero,0,0,0,0,9,,The effect of eight weeks of supplementation with Eleutherococcus senticosus on endurance capacity and metabolism in human (https://www.notion.so/The-effect-of-eight-weeks-of-supplementation-with-Eleutherococcus-senticosus-on-endurance-capacity-a-149a2994c9d849688847c421e65f2fb0?pvs=21),2,male,0,"Endurance Threshold, Sprint Performance",Eleuthero,double-blind,1-6 months,,Eleuthero (https://www.notion.so/Eleuthero-1d659c2aeec581e5bc42c72f4dcb4315?pvs=21)
"Kaempferia parviflora ingestion showed no detectable differences in peak and mean power output, percent fatigue, blood lactate concentration after the third Wingate test, and time to exhaustion, rating of perceived exertion or heart rate during submaximal exercise.",18-29,NULL,-1,healthy weight,✅,No,0,"October 21, 2023 9:38 AM",0,"April 15, 2025 5:50 PM",Exercise Perfomance,Black Ginger,0,0,0,0,17,,No effect of acute ingestion of Thai ginseng (Kaempferia parviflora) on sprint and endurance exercise performance in humans (https://www.notion.so/No-effect-of-acute-ingestion-of-Thai-ginseng-Kaempferia-parviflora-on-sprint-and-endurance-exercis-a74afb5b93b446598ab53a83cd23d7e9?pvs=21),-1,male,0,"Muscle Fatigue, Power Output , Sprint Performance",Black Ginger,double-blind,24 hours,,Black Ginger (https://www.notion.so/Black-Ginger-1d659c2aeec581789f68e9aa7260996d?pvs=21)
Acute taurine ingestion prior to prolonged cycling led to a 16% increase in total fat oxidation over the 90-minute exercise period compared to the control and placebo trials.,18-29,Positive,1,"Healthy weight, trained",🗒️,No,0,"October 21, 2023 9:40 AM",0,"April 17, 2025 4:52 PM",Notes,Taurine,0,0,0,0,11,,The effect of acute taurine ingestion on endurance performance and metabolism in well-trained cyclists (https://www.notion.so/The-effect-of-acute-taurine-ingestion-on-endurance-performance-and-metabolism-in-well-trained-cyclis-77843409173c4ec8a6fb29d1c1a631d8?pvs=21),0,male,0,,Taurine,double-blind,24 hours,,Taurine (https://www.notion.so/Taurine-1d659c2aeec58136b555cc537a90f1ff?pvs=21)
The consumption of taurine did not affect time-trial performance nor did it have any impact on average carbohydrate and fat oxidation rates during exercise,18-29,NULL,-1,"Healthy weight, trained",✅,No,0,"October 21, 2023 9:40 AM",0,"April 17, 2025 4:52 PM",Exercise Perfomance,Taurine,0,0,0,0,11,,The effect of acute taurine ingestion on endurance performance and metabolism in well-trained cyclists (https://www.notion.so/The-effect-of-acute-taurine-ingestion-on-endurance-performance-and-metabolism-in-well-trained-cyclis-77843409173c4ec8a6fb29d1c1a631d8?pvs=21),-1,male,0,,Taurine,double-blind,24 hours,,Taurine (https://www.notion.so/Taurine-1d659c2aeec58136b555cc537a90f1ff?pvs=21)
Increase of strength in muscle activity was significant.,18-29,Positive,1,healthy weight,✅,No,0,"October 21, 2023 9:42 AM",0,"April 18, 2025 4:21 PM",Exercise Perfomance,Ashwagandha,0,0,0,0,17,,"Exploratory study to evaluate tolerability, safety, and activity of Ashwagandha (Withania somnifera) in healthy volunteers (https://www.notion.so/Exploratory-study-to-evaluate-tolerability-safety-and-activity-of-Ashwagandha-Withania-somnifera--60e0efc43b4642dbb44b5b110b5fac0a?pvs=21)",1,both sexes,0,"Power Output ",Ashwagandha,non-controlled trial,1-6 months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
"- In six subjects, improvement in quality of sleep was found.",18-29,Positive,1,healthy weight,✅,No,0,"October 21, 2023 9:43 AM",0,"April 18, 2025 4:21 PM",Sleep Quality,Ashwagandha,0,0,0,0,17,,"Exploratory study to evaluate tolerability, safety, and activity of Ashwagandha (Withania somnifera) in healthy volunteers (https://www.notion.so/Exploratory-study-to-evaluate-tolerability-safety-and-activity-of-Ashwagandha-Withania-somnifera--60e0efc43b4642dbb44b5b110b5fac0a?pvs=21)",1,both sexes,1,,Ashwagandha,non-controlled trial,1-6 months,,Ashwagandha (https://www.notion.so/Ashwagandha-1d659c2aeec581829ff5c6842e0e9604?pvs=21)
 These results suggest that 4 g/d of L-leucine supplementation may be used as a nutritional supplement to enhance strength performance during a 12-week resistance training program of initially untrained male participants.,18-29,Positive,1,"Healthy Weight, Untrained, Overweight",✅,No,0,"October 21, 2023 9:47 AM",0,"October 21, 2023 9:47 AM",Exercise Perfomance,,0,0,0,0,26,,Daily L-leucine supplementation in novice trainees during a 12-week weight training program (https://www.notion.so/Daily-L-leucine-supplementation-in-novice-trainees-during-a-12-week-weight-training-program-d43cc37776f44b3ca72f8c4e907ff501?pvs=21),1,male,0,"Power Output ",Leucine,double-blind,1-6 months,,
The leucine group demonstrated significantly higher gains in total 5-RM strength (sum of 5-RM in eight exercises) and 5-RM strength in five out of the eight exercises.,18-29,Positive,1,"Healthy Weight, Untrained, Overweight",🗒️,No,0,"October 21, 2023 9:47 AM",0,"October 21, 2023 9:48 AM",Power Output,,0,0,0,0,26,,Daily L-leucine supplementation in novice trainees during a 12-week weight training program (https://www.notion.so/Daily-L-leucine-supplementation-in-novice-trainees-during-a-12-week-weight-training-program-d43cc37776f44b3ca72f8c4e907ff501?pvs=21),0,male,0,,Leucine,double-blind,1-6 months,,
Choline supplementation did not significantly improve performance measures such as run time-to-exhaustion and squat tests. There was no benefit in delaying fatigue under the same conditions.,18-29,NULL,-1,"Healthy Weight, Trained, Overweight",✅,No,0,"October 21, 2023 9:48 AM",0,"October 21, 2023 9:48 AM",Exercise Perfomance,,0,0,0,0,14,,The effects of choline supplementation on physical performance (https://www.notion.so/The-effects-of-choline-supplementation-on-physical-performance-f27e8e65d68d4499831f2255d109d451?pvs=21),-1,male,0,,Choline,double-blind,24 hours,,
"Astaxanthin supplementation did not augment antioxidant capacity, increase fat oxidative capacity, or improve time trial performance.",,NULL,-1,trained,✅,No,0,"October 21, 2023 9:49 AM",0,"April 18, 2025 4:11 PM",Exercise Perfomance,Astaxanthin,0,0,0,0,32,,Astaxanthin supplementation does not augment fat use or improve endurance performance (https://www.notion.so/Astaxanthin-supplementation-does-not-augment-fat-use-or-improve-endurance-performance-264ceb3570e24df19493a0473ff1de2a?pvs=21),-1,male,0,,Astaxanthin,Randomized controlled trial,2-4 weeks,,Astaxanthin (https://www.notion.so/Astaxanthin-1d659c2aeec5818780e2f6dcd0e00320?pvs=21)
"Astaxanthin supplementation did not augment antioxidant capacity, increase fat oxidative capacity, or improve time trial performance.",,NULL,-1,trained,✅,No,0,"October 21, 2023 9:49 AM",0,"April 18, 2025 4:11 PM",Oxidative Stress,Astaxanthin,0,0,-1,0,32,,Astaxanthin supplementation does not augment fat use or improve endurance performance (https://www.notion.so/Astaxanthin-supplementation-does-not-augment-fat-use-or-improve-endurance-performance-264ceb3570e24df19493a0473ff1de2a?pvs=21),-1,male,0,Exercise,Astaxanthin,Randomized controlled trial,2-4 weeks,,Astaxanthin (https://www.notion.so/Astaxanthin-1d659c2aeec5818780e2f6dcd0e00320?pvs=21)
" Compared to the placebo trial, the improved performance in the 40 km cycling time trial after supplementation with ME was not statistically significant.","18-29, 30-44",NULL,-1,trained,✅,No,0,"October 21, 2023 9:52 AM",0,"April 17, 2025 4:33 PM",Exercise Perfomance,Maca,0,0,0,0,8,,A pilot investigation into the effect of maca supplementation on physical activity and sexual desire in sportsmen (https://www.notion.so/A-pilot-investigation-into-the-effect-of-maca-supplementation-on-physical-activity-and-sexual-desire-ae24c2606c4f45f5a5ef3e1e57ea79eb?pvs=21),-1,male,0,,Maca,double-blind,2-4 weeks,,Maca (https://www.notion.so/Maca-1d659c2aeec58117afadc2e081d6fce1?pvs=21)
Colostrum may have value in enhancing athletic performance and preventing heat stroke.,18-29,Positive,1,"healthy weight, trained",✅,No,0,"October 21, 2023 9:53 AM",0,"April 19, 2025 2:26 PM",Exercise Perfomance,Colostrum,0,0,0,0,12,,The nutriceutical bovine colostrum truncates the increase in gut permeability caused by heavy exercise in athletes (https://www.notion.so/The-nutriceutical-bovine-colostrum-truncates-the-increase-in-gut-permeability-caused-by-heavy-exerci-2f32a02000a54e44960d9ef8361f2777?pvs=21),1,male,0,,Colostrum,double-blind,1-2 weeks,,Colostrum (https://www.notion.so/Colostrum-1d659c2aeec581d9a0cedefd4d2f479f?pvs=21)
"Bovine colostrum significantly reduced the rise in intestinal permeability caused by heavy exercise by 80%. ",18-29,Positive,1,"healthy weight, trained",🗒️,No,0,"October 21, 2023 10:03 AM",0,"April 19, 2025 2:26 PM",Notes,Colostrum,0,0,0,0,12,,The nutriceutical bovine colostrum truncates the increase in gut permeability caused by heavy exercise in athletes (https://www.notion.so/The-nutriceutical-bovine-colostrum-truncates-the-increase-in-gut-permeability-caused-by-heavy-exerci-2f32a02000a54e44960d9ef8361f2777?pvs=21),0,male,0,,Colostrum,double-blind,1-2 weeks,,Colostrum (https://www.notion.so/Colostrum-1d659c2aeec581d9a0cedefd4d2f479f?pvs=21)
The study found no statistically significant benefit of creatine loading on the electromyographic fatigue threshold (EMG FT) for the participants.,,NULL,-1,,✅,No,0,"October 21, 2023 10:06 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,16,,Effects of creatine loading on electromyographic fatigue threshold in cycle ergometry in college-age men (https://www.notion.so/Effects-of-creatine-loading-on-electromyographic-fatigue-threshold-in-cycle-ergometry-in-college-age-90b6a2e06ce64f19a561388bfa250713?pvs=21),-1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
Taking a Creatine supplement for 5 days significantly increased muscle endurance and resulted in a slight weight gain in young women during cycling exercises. No such effects were seen with a placebo.,,Positive,1,,✅,No,0,"October 21, 2023 10:06 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,15,,Effects of creatine loading on electromyographic fatigue threshold during cycle ergometry in college-aged women (https://www.notion.so/Effects-of-creatine-loading-on-electromyographic-fatigue-threshold-during-cycle-ergometry-in-college-45d52d76eb2c4b9c8829137fe1fc1a43?pvs=21),1,n/a,0,Muscle Fatigue,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
The study reported significant increases in grip strength (6.7%) and physical working capacity at fatigue threshold (15.6%) due to creatine supplementation.,,Positive,1,,✅,No,0,"October 21, 2023 10:28 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,15,,Effects of creatine supplementation on the onset of neuromuscular fatigue threshold and muscle strength in elderly men and women (64 - 86 years) (https://www.notion.so/Effects-of-creatine-supplementation-on-the-onset-of-neuromuscular-fatigue-threshold-and-muscle-stren-7060d36c68b841b9b18ffb18b4be9f77?pvs=21),1,n/a,0,"Muscle Fatigue, Old, Power Output ",Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Supplementing with creatine helped endurance-trained males feel less fatigued and overheated during intensive exercise in a hot, humid environment. ",,Positive,1,,✅,No,0,"October 21, 2023 10:30 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,21,,"Brain serotonin and dopamine modulators, perceptual responses and endurance performance during exercise in the heat following creatine supplementation (https://www.notion.so/Brain-serotonin-and-dopamine-modulators-perceptual-responses-and-endurance-performance-during-exerc-890b4177b5174d02be0ba931b098464c?pvs=21)",1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"There was no significant improvement in endurance performance for the overall participant group due to creatine supplementation, and it also didn't affect the ratio of free-tryptophan to large neutral amino acids.",,NULL,-1,,✅,No,0,"October 21, 2023 10:30 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,21,,"Brain serotonin and dopamine modulators, perceptual responses and endurance performance during exercise in the heat following creatine supplementation (https://www.notion.so/Brain-serotonin-and-dopamine-modulators-perceptual-responses-and-endurance-performance-during-exerc-890b4177b5174d02be0ba931b098464c?pvs=21)",-1,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Supplementing with creatine helped endurance-trained males feel less fatigued and overheated during intensive exercise in a hot, humid environment. However, this didn't make them able to endure the exercise for longer, except for a subgroup who showed a good response to the creatine supplementation.",,Positive,1,,🗒️,No,0,"October 21, 2023 10:30 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,21,,"Brain serotonin and dopamine modulators, perceptual responses and endurance performance during exercise in the heat following creatine supplementation (https://www.notion.so/Brain-serotonin-and-dopamine-modulators-perceptual-responses-and-endurance-performance-during-exerc-890b4177b5174d02be0ba931b098464c?pvs=21)",0,n/a,0,,Creatine,double-blind,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Taking a small amount of creatine for six weeks didn't change body composition or strength, but it did increase creatine in the blood and helped people to resist getting tired during intense exercise.",,Positive,1,,✅,No,0,"October 21, 2023 10:31 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,12,,Low-dose creatine supplementation enhances fatigue resistance in the absence of weight gain (https://www.notion.so/Low-dose-creatine-supplementation-enhances-fatigue-resistance-in-the-absence-of-weight-gain-f89371b3bc1243469213fc1af4c6ea69?pvs=21),1,n/a,0,Muscle Fatigue,Creatine,randomized controlled trial,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
"Taking a small amount of creatine for six weeks didn't change body composition or strength, but it did increase creatine in the blood and helped people to resist getting tired during intense exercise.",,NULL,-1,,✅,No,0,"October 21, 2023 10:31 AM",0,"April 18, 2025 4:03 PM",Power Output,Creatine,0,0,0,0,12,,Low-dose creatine supplementation enhances fatigue resistance in the absence of weight gain (https://www.notion.so/Low-dose-creatine-supplementation-enhances-fatigue-resistance-in-the-absence-of-weight-gain-f89371b3bc1243469213fc1af4c6ea69?pvs=21),-1,n/a,0,,Creatine,randomized controlled trial,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
" The study found that this did not improve their anaerobic power.",18-29,NULL,-1,"healthy weight, trained",✅,No,0,"October 23, 2023 8:12 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,10,,Effects of creatine supplementation in taekwondo practitioners (https://www.notion.so/Effects-of-creatine-supplementation-in-taekwondo-practitioners-a90f04548fa34756a4224ab653a33193?pvs=21),-1,male,0,"Power Output ",Creatine,double-blind,1-6 months,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
The study found that taking creatine every day doesn't improve or harm running performance or change body weight in young adult men and women.,18-29,NULL,-1,healthy weight,✅,No,0,"October 23, 2023 8:12 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,55,,Ergolytic/ergogenic effects of creatine on aerobic power (https://www.notion.so/Ergolytic-ergogenic-effects-of-creatine-on-aerobic-power-d1d401de8fba4f86aaeeb0e48d433b47?pvs=21),-1,both sexes,0,,Creatine,double-blind,1-7 days,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
" Creatine supplementation showed no differential effect on VO2max at baseline when compared with the placebo group.","18-29, 30-44, 65+, 45-64
",NULL,-1,,🎓,No,0,"October 23, 2023 8:13 AM",0,"April 18, 2025 4:03 PM",Exercise Perfomance,Creatine,0,0,0,0,424,,Creatine supplementation and VO 2 max: a systematic review and meta-analysis (https://www.notion.so/Creatine-supplementation-and-VO-2-max-a-systematic-review-and-meta-analysis-3549d7f9e1ef4a23bca88703616b4e03?pvs=21),-5,both sexes,0,Endurance Threshold,Creatine,meta-analysis,n/a,,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
