Paper,AMEND,Age,Area,Body Type,Cortisol Exercise Cleaning,Created time,Effect,Files & media,Fitness Cleaning,Funding Notes,Label,Last edited time,Meta Checked,NULL,Number of Participants,Participants Cortisol,Participants Inflammation,"Participants Muscle Damage ",Participants Muscle Soreness,Participants Oxidative Stress,Participants Pain,Participants Sleep Quality,Product,Related to Results (1) (Research Papers ),Related to Results (1) (Research Papers ) 1,Results,Sex,Source,Studies Cortisol,Studies Inflammation,Studies Muscle Damage,Studies Muscle Soreness,Studies Oxidative Stress,Studies Pain,Studies Sleep Quality,Supplement,TLDR,Trial Design,Trial Length,URL,Year,⭕ Confidence,💊 Supplements
https://pubmed.ncbi.nlm.nih.gov/29210953,No,,Exercise Perfomance,trained,No,"September 25, 2023 4:41 AM",none,,Yes,,Exercise Perfomance,"April 18, 2025 4:32 PM",No,No,12,0,0,0,0,0,0,0,,"No significant positive benefits of citrulline malate supplementation on exercise performance, muscle swelling response, or subjective measures of focus, energy, and fatigue were observed. (https://www.notion.so/No-significant-positive-benefits-of-citrulline-malate-supplementation-on-exercise-performance-muscl-75aa625a03ca475fbc24c0fcab5d7957?pvs=21)",,"No significant positive benefits of citrulline malate supplementation on exercise performance, muscle swelling response, or subjective measures of focus, energy, and fatigue were observed. (https://www.notion.so/No-significant-positive-benefits-of-citrulline-malate-supplementation-on-exercise-performance-muscl-e7be7e70c4914c3aa38d3a4e9e991dc5?pvs=21)",male,Power Output,0,0,0,0,0,0,0,Citrulline,,randomized controlled trial,24 hours,https://pubmed.ncbi.nlm.nih.gov/29210953,,✅,Citrulline (https://www.notion.so/Citrulline-1d659c2aeec581349bb6f83173c5fdf5?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/31994989,No,18-29,Exercise Perfomance,,No,"September 25, 2023 4:47 AM",none,,Yes,,Exercise Perfomance,"April 18, 2025 4:32 PM",No,No,32,0,0,0,0,0,0,0,,Acute CM supplementation in recreationally active males provides no ergogenic benefit in aerobic cycling performance followed by an anaerobic cycling test. (https://www.notion.so/Acute-CM-supplementation-in-recreationally-active-males-provides-no-ergogenic-benefit-in-aerobic-cyc-71b4c85aeac64cadb9a44295e592bb24?pvs=21),Untitled (https://www.notion.so/6c3a018a2e564919a38d3a3192e379db?pvs=21),Acute CM supplementation in recreationally active males provides no ergogenic benefit in aerobic cycling performance followed by an anaerobic cycling test. (https://www.notion.so/Acute-CM-supplementation-in-recreationally-active-males-provides-no-ergogenic-benefit-in-aerobic-cyc-0f8a1776e0b04e0bacbf116d26c0779d?pvs=21),male,"Aerobic Exercise Metrics, Power Output",0,0,0,0,0,0,0,Citrulline,,randomized controlled trial,n/a,https://pubmed.ncbi.nlm.nih.gov/31994989,,✅,Citrulline (https://www.notion.so/Citrulline-1d659c2aeec581349bb6f83173c5fdf5?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/26023227,No,,Exercise Perfomance,,No,"September 25, 2023 4:49 AM",increase,,Yes,,Exercise Perfomance,"April 15, 2025 5:35 PM",No,No,10,0,0,0,0,0,0,0,,"The study found that taking L-Citrulline supplements can help healthy adult men perform better in intense cycling exercises, breathe more efficiently, and lower their blood pressure, while L-Arginine supplements did not show similar benefits. (https://www.notion.so/The-study-found-that-taking-L-Citrulline-supplements-can-help-healthy-adult-men-perform-better-in-in-1b1b3aecbfeb4f6b8624b425cc8e1bdb?pvs=21)",,"The study found that taking L-Citrulline supplements can help healthy adult men perform better in intense cycling exercises, breathe more efficiently, and lower their blood pressure, while L-Arginine supplements did not show similar benefits. (https://www.notion.so/The-study-found-that-taking-L-Citrulline-supplements-can-help-healthy-adult-men-perform-better-in-in-d0b1ae0e2aa749afb8bcea42b5c84ea6?pvs=21)",male,"Aerobic Exercise Metrics, Muscle Oxygenation, Power Output",0,0,0,0,0,0,0,Arginine,,randomized controlled trial,1-7 days,https://pubmed.ncbi.nlm.nih.gov/26023227,,✅,Arginine (https://www.notion.so/Arginine-1d659c2aeec58150bca1d58faada779d?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/21744011,No,"18-29, 30-44",Exercise Perfomance,"healthy weight, untrained",No,"September 25, 2023 4:54 AM",increase,,Yes,,Exercise Perfomance,"April 18, 2025 4:04 PM",No,No,34,0,0,0,0,0,0,0,,"Creatine improves muscle power and strength. Combining betaine with creatine also shows improvement, but not more than creatine alone.  (https://www.notion.so/Creatine-improves-muscle-power-and-strength-Combining-betaine-with-creatine-also-shows-improvement--6ccf9c0685c840269ccab8284a7f0aa6?pvs=21)",Untitled (https://www.notion.so/cd261234dc83471a917814e482003125?pvs=21),"Creatine improves muscle power and strength. Combining betaine with creatine also shows improvement, but not more than creatine alone.  (https://www.notion.so/Creatine-improves-muscle-power-and-strength-Combining-betaine-with-creatine-also-shows-improvement--7cee80d9b65a427d8f72c1e193dd376b?pvs=21)",male,Power Output,0,0,0,0,0,0,0,Creatine,,double-blind,1-2 weeks,https://pubmed.ncbi.nlm.nih.gov/21744011,,✅,Creatine (https://www.notion.so/Creatine-1d659c2aeec58170aac6e756bdf907d2?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/2127744,No,"18-29, 30-44",Exercise Perfomance,healthy weight,No,"September 25, 2023 5:21 AM",increase,,Yes,,Exercise Perfomance,"April 18, 2025 4:08 PM",No,No,10,0,0,0,0,0,0,0,,"Taking L-carnitine made the young men perform better in exercise, as they could use oxygen more efficiently and had better power output. (https://www.notion.so/Taking-L-carnitine-made-the-young-men-perform-better-in-exercise-as-they-could-use-oxygen-more-effi-6d98912304cc4551a4e94b45a87947c1?pvs=21)",Untitled (https://www.notion.so/5ef0f7b927524dd1b6070ad64c66857b?pvs=21),"Taking L-carnitine made the young men perform better in exercise, as they could use oxygen more efficiently and had better power output. (https://www.notion.so/Taking-L-carnitine-made-the-young-men-perform-better-in-exercise-as-they-could-use-oxygen-more-effi-02e0ace2803b473fbbf0ed3b43126135?pvs=21)",male,"Oxygen Uptake, Power Output",0,0,0,0,0,0,0,L-Carnitine,,randomized controlled trial,24 hours,https://pubmed.ncbi.nlm.nih.gov/2127744,,✅,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/2311588,No,18-29,,,No,"September 25, 2023 5:23 AM",none,,No,,,"April 18, 2025 4:08 PM",No,Yes,7,0,0,0,0,0,0,0,,,,,male,"Oxygen Uptake, Power Output",0,0,0,0,0,0,0,L-Carnitine,,randomized controlled trial,24 hours,https://pubmed.ncbi.nlm.nih.gov/2311588,,,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/20979659,No,,Exercise Perfomance,,No,"September 25, 2023 5:26 AM",increase,,Yes,,Exercise Perfomance,"April 18, 2025 4:08 PM",No,No,45,0,0,0,0,0,0,0,,". In conclusion, GPLC appears to be a useful dietary supplement to enhance anaerobic work capacity and potentially sport performance, but apparently the dosage must be determined specific to the intensity and duration of exercise. (https://www.notion.so/In-conclusion-GPLC-appears-to-be-a-useful-dietary-supplement-to-enhance-anaerobic-work-capacity-and-6887a6e7dee54b34b0b5a8cf6b2c7b45?pvs=21)",,". In conclusion, GPLC appears to be a useful dietary supplement to enhance anaerobic work capacity and potentially sport performance, but apparently the dosage must be determined specific to the intensity and duration of exercise. (https://www.notion.so/In-conclusion-GPLC-appears-to-be-a-useful-dietary-supplement-to-enhance-anaerobic-work-capacity-and-e02ec95e9afc4cdd98c7c75340e37d5a?pvs=21)",n/a,"Lactate Production, Power Output",0,0,0,0,0,0,0,L-Carnitine,,double-blind,n/a,https://pubmed.ncbi.nlm.nih.gov/20979659,,✅,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/18272931,No,"18-29, 30-44",Exercise Perfomance,healthy weight,No,"September 25, 2023 5:28 AM",none,,Yes,,Exercise Perfomance,"April 18, 2025 4:08 PM",No,No,32,0,0,0,0,0,0,0,,These results suggest that up to 3 g/d GPLC for 8 wk in conjunction with aerobic-exercise training is ineffective for increasing muscle carnitine content and has no significant effects on aerobic- or anaerobic-exercise performance. (https://www.notion.so/These-results-suggest-that-up-to-3-g-d-GPLC-for-8-wk-in-conjunction-with-aerobic-exercise-training-i-9493424f8bc14fdf93eada07b3698f6a?pvs=21),Untitled (https://www.notion.so/ad7af24ccd334911a24d53e03354e0ea?pvs=21),These results suggest that up to 3 g/d GPLC for 8 wk in conjunction with aerobic-exercise training is ineffective for increasing muscle carnitine content and has no significant effects on aerobic- or anaerobic-exercise performance. (https://www.notion.so/These-results-suggest-that-up-to-3-g-d-GPLC-for-8-wk-in-conjunction-with-aerobic-exercise-training-i-b59a75df61ac445f90579d66126b08e0?pvs=21),both sexes,"Aerobic Exercise Metrics, Power Output",0,0,0,0,0,0,0,L-Carnitine,,double-blind,1-6 months,https://pubmed.ncbi.nlm.nih.gov/18272931,,✅,L-Carnitine (https://www.notion.so/L-Carnitine-1d659c2aeec581a097fac6e8bdd9cfa1?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/21747291,No,18-29,"Exercise Perfomance,Muscle Soreness,Muscle Fatigue,Power Output",healthy weight,No,"September 25, 2023 5:31 AM",none,,Yes,,"Exercise Perfomance,Muscle Soreness,Muscle Fatigue,Power Output","November 12, 2025 12:41 AM",No,No,11,0,0,0,11,0,0,0,,"the study found a significant reduction in Δ fatigue (change in fatigue) in the BET group compared to the PL group. This indicates that betaine supplementation statistically reduced subjective measures of fatigue related to the exercise protocol. (https://www.notion.so/the-study-found-a-significant-reduction-in-fatigue-change-in-fatigue-in-the-BET-group-compared-t-81e79e901035467490d26c59fd667464?pvs=21), The abstract indicates that there were no differences in maximum concentric (CON) and eccentric (ECC) force output in both the supplement (BET) and placebo (PL) groups. This suggests that betaine supplementation did not statistically improve exercise performance in terms of CON or ECC force outputs during the isokinetic chest press. (https://www.notion.so/The-abstract-indicates-that-there-were-no-differences-in-maximum-concentric-CON-and-eccentric-ECC-8a86b05651414dd5b8b5a5277d29cead?pvs=21), the study found a significant reduction in Δ fatigue (change in fatigue) in the BET group compared to the PL group. This indicates that betaine supplementation statistically reduced subjective measures of fatigue related to the exercise protocol. (https://www.notion.so/the-study-found-a-significant-reduction-in-fatigue-change-in-fatigue-in-the-BET-group-compared-t-b9564a7a6c5841028c08736f2ad2931c?pvs=21), The abstract reports no differences in subjective measures of muscle soreness between the BET and PL groups, indicating that betaine supplementation did not statistically reduce muscle soreness. (https://www.notion.so/The-abstract-reports-no-differences-in-subjective-measures-of-muscle-soreness-between-the-BET-and-PL-fa22b3c6790144f9bb86998e32c42509?pvs=21)","Untitled (https://www.notion.so/298f8e375b304a84b371fe6959b89bd5?pvs=21), Untitled (https://www.notion.so/c9fbd264981743dba91c0e5aace87681?pvs=21), Untitled (https://www.notion.so/ddccb1448a01422598d6af3d4d4fdaef?pvs=21)","the study found a significant reduction in Δ fatigue (change in fatigue) in the BET group compared to the PL group. This indicates that betaine supplementation statistically reduced subjective measures of fatigue related to the exercise protocol. (https://www.notion.so/the-study-found-a-significant-reduction-in-fatigue-change-in-fatigue-in-the-BET-group-compared-t-037694df34d84616984fc2eeedc6c1c3?pvs=21), The abstract reports no differences in subjective measures of muscle soreness between the BET and PL groups, indicating that betaine supplementation did not statistically reduce muscle soreness. (https://www.notion.so/The-abstract-reports-no-differences-in-subjective-measures-of-muscle-soreness-between-the-BET-and-PL-c38c4912048649cd9104d03f6c8a4950?pvs=21), the study found a significant reduction in Δ fatigue (change in fatigue) in the BET group compared to the PL group. This indicates that betaine supplementation statistically reduced subjective measures of fatigue related to the exercise protocol. (https://www.notion.so/the-study-found-a-significant-reduction-in-fatigue-change-in-fatigue-in-the-BET-group-compared-t-2a4a9ec5228a456a81b1fcb9459ca9ff?pvs=21), The abstract indicates that there were no differences in maximum concentric (CON) and eccentric (ECC) force output in both the supplement (BET) and placebo (PL) groups. This suggests that betaine supplementation did not statistically improve exercise performance in terms of CON or ECC force outputs during the isokinetic chest press. (https://www.notion.so/The-abstract-indicates-that-there-were-no-differences-in-maximum-concentric-CON-and-eccentric-ECC-491a9f2db73248a895a72437ebb7c2df?pvs=21)",male,Power Output,0,0,0,1,0,0,0,Betaine,"In this study with active college-aged men, taking betaine for 15 days didn’t make them stronger in chest press exercises but helped them feel less tired compared to not taking it.",double-blind,2-4 weeks,https://pubmed.ncbi.nlm.nih.gov/21747291,2011,"✅,✅,✅,✅",Betaine (https://www.notion.so/Betaine-1d659c2aeec58150abf5f99569ee02b9?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/20642826,No,18-29,Exercise Perfomance,"healthy weight, trained",No,"September 25, 2023 5:33 AM",none,,Yes,Funded by Danesco,Exercise Perfomance,"April 15, 2025 5:48 PM",No,No,12,0,0,0,0,0,0,0,,"The study found that betaine supplementation helped men who do strength training to increase their power and strength, especially in smaller upper-body muscles, but it did not change the number of squats or bench presses they could do. There were no negative side effects reported. (https://www.notion.so/The-study-found-that-betaine-supplementation-helped-men-who-do-strength-training-to-increase-their-p-d874f48451c0456bba865ac7d1145bf5?pvs=21)",Untitled (https://www.notion.so/d3fc955129394e2681caff584b6b5fcb?pvs=21),"The study found that betaine supplementation helped men who do strength training to increase their power and strength, especially in smaller upper-body muscles, but it did not change the number of squats or bench presses they could do. There were no negative side effects reported. (https://www.notion.so/The-study-found-that-betaine-supplementation-helped-men-who-do-strength-training-to-increase-their-p-b3e11c2f09e04dea8318d3a72dcf1975?pvs=21)",male,"Lactate Production, Power Output",0,0,0,0,0,0,0,Betaine,,double-blind,1-2 weeks,https://pubmed.ncbi.nlm.nih.gov/20642826,,✅,Betaine (https://www.notion.so/Betaine-1d659c2aeec58150abf5f99569ee02b9?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/20671038,No,,Exercise Perfomance,,No,"September 25, 2023 5:35 AM",increase,,Yes,,Exercise Perfomance,"April 15, 2025 5:47 PM",No,No,19,0,0,0,0,0,0,0,,"β-alanine supplementation elevated muscle carnosine content by 45.3% in soleus and 28.2% in gastrocnemius, and improved the 2,000-m rowing performance of the elite rowers by 4.3 seconds. (https://www.notion.so/alanine-supplementation-elevated-muscle-carnosine-content-by-45-3-in-soleus-and-28-2-in-gastrocnem-d7212ccb165646a79447e72aac9350a8?pvs=21)",Untitled (https://www.notion.so/4942e283afec4ef3b8d8dee7a8c7ee51?pvs=21),"β-alanine supplementation elevated muscle carnosine content by 45.3% in soleus and 28.2% in gastrocnemius, and improved the 2,000-m rowing performance of the elite rowers by 4.3 seconds. (https://www.notion.so/alanine-supplementation-elevated-muscle-carnosine-content-by-45-3-in-soleus-and-28-2-in-gastrocnem-4a7004c9df584b2eaa1d045e798d6e10?pvs=21)",n/a,Power Output,0,0,0,0,0,0,0,Beta-Alanine,,double-blind,n/a,https://pubmed.ncbi.nlm.nih.gov/20671038,,✅,Beta-Alanine (https://www.notion.so/Beta-Alanine-1d659c2aeec581b5af2fe8afcbbbb5b5?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/21659893,No,,Exercise Perfomance,,No,"September 25, 2023 5:38 AM",increase,,Yes,,Exercise Perfomance,"April 15, 2025 5:47 PM",No,No,37,0,0,0,0,0,0,0,,β-Alanine supplementation helped college wrestlers and football players perform better and gain more muscle during 8 weeks of intense training compared to those who didn’t take the supplement. Football players saw the most improvement. (https://www.notion.so/Alanine-supplementation-helped-college-wrestlers-and-football-players-perform-better-and-gain-more-m-9004a59a2fa0436da1a14abf500e18ff?pvs=21),Untitled (https://www.notion.so/b1f918d279054227824583d1654864e0?pvs=21),β-Alanine supplementation helped college wrestlers and football players perform better and gain more muscle during 8 weeks of intense training compared to those who didn’t take the supplement. Football players saw the most improvement. (https://www.notion.so/Alanine-supplementation-helped-college-wrestlers-and-football-players-perform-better-and-gain-more-m-24e2658e3af04fe9a1996c43883c9621?pvs=21),n/a,Power Output,0,0,0,0,0,0,0,Beta-Alanine,,randomized controlled trial,n/a,https://pubmed.ncbi.nlm.nih.gov/21659893,,✅,Beta-Alanine (https://www.notion.so/Beta-Alanine-1d659c2aeec581b5af2fe8afcbbbb5b5?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/22270875,No,,Exercise Perfomance,,No,"September 25, 2023 5:39 AM",none,,Yes,,Exercise Perfomance,"April 15, 2025 5:47 PM",Yes,No,15,0,0,0,0,0,0,0,,"In line with the purported mechanisms for an ergogenic effect of β-alanine supplementation, exercise lasting 60-240 s was improved (P=0.001) in BA compared to Pla, as was exercise of >240 s (P=0.046). In contrast, there was no benefit of β-alanine on exercise lasting <60 s (P=0.312). The median effect of β-alanine supplementation is a 2.85% (-0.37 to 10.49%) improvement in the outcome of an exercise measure, when a median total of 179 g of β-alanine is supplemented. (https://www.notion.so/In-line-with-the-purported-mechanisms-for-an-ergogenic-effect-of-alanine-supplementation-exercise-ee7869d29ac445c6b25f10b448f27f7b?pvs=21)",Untitled (https://www.notion.so/b9a24f12cb7e4de886e90232cc86294e?pvs=21),"In line with the purported mechanisms for an ergogenic effect of β-alanine supplementation, exercise lasting 60-240 s was improved (P=0.001) in BA compared to Pla, as was exercise of >240 s (P=0.046). In contrast, there was no benefit of β-alanine on exercise lasting <60 s (P=0.312). The median effect of β-alanine supplementation is a 2.85% (-0.37 to 10.49%) improvement in the outcome of an exercise measure, when a median total of 179 g of β-alanine is supplemented. (https://www.notion.so/In-line-with-the-purported-mechanisms-for-an-ergogenic-effect-of-alanine-supplementation-exercise-7a019dba4da145edaf830b412b14049f?pvs=21)",n/a,Power Output,0,0,0,0,0,0,0,Beta-Alanine,,meta-analysis,n/a,https://pubmed.ncbi.nlm.nih.gov/22270875,,✅,Beta-Alanine (https://www.notion.so/Beta-Alanine-1d659c2aeec581b5af2fe8afcbbbb5b5?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/17690198,No,,"Exercise Perfomance,Muscle Fatigue,Sprint Performance",,No,"September 25, 2023 5:42 AM",none,,Yes,,"Exercise Perfomance,Muscle Fatigue,Sprint Performance","April 15, 2025 5:47 PM",No,No,15,0,0,0,0,0,0,0,,"Taking beta-alanine supplements increased muscle carnosine and made the athletes' muscles less tired during certain exercises, but it didn’t help them run faster or improve endurance in holding a contraction. (https://www.notion.so/Taking-beta-alanine-supplements-increased-muscle-carnosine-and-made-the-athletes-muscles-less-tired-66f6cb17bc704c52941a4ab70665230f?pvs=21), The abstract indicates that beta-alanine supplementation significantly improved dynamic knee extension torque during the fourth and fifth bouts of maximal voluntary knee extensions, suggesting a benefit in specific aspects of exercise performance related to fatigue resistance in repeated dynamic contractions. (https://www.notion.so/The-abstract-indicates-that-beta-alanine-supplementation-significantly-improved-dynamic-knee-extensi-9d55979aa14848dd99f23386665f8534?pvs=21), However, it also states that isometric endurance and 400-m race time were not affected by the supplementation. Therefore, while beta-alanine supplementation improved certain measures of exercise performance, it did not enhance overall exercise performance across all the tested parameters. (https://www.notion.so/However-it-also-states-that-isometric-endurance-and-400-m-race-time-were-not-affected-by-the-supple-81cdacbe5cee4a2fa104a0206d653298?pvs=21)","Untitled (https://www.notion.so/3b15aefcfd254a97a1cb37ca62a78051?pvs=21), Untitled (https://www.notion.so/a27f3312b43b4b75aca0ce194b2e640d?pvs=21)","Taking beta-alanine supplements increased muscle carnosine and made the athletes' muscles less tired during certain exercises, but it didn’t help them run faster or improve endurance in holding a contraction. (https://www.notion.so/Taking-beta-alanine-supplements-increased-muscle-carnosine-and-made-the-athletes-muscles-less-tired-4600d74fec0b418e90fde24581b44cf1?pvs=21), The abstract indicates that beta-alanine supplementation significantly improved dynamic knee extension torque during the fourth and fifth bouts of maximal voluntary knee extensions, suggesting a benefit in specific aspects of exercise performance related to fatigue resistance in repeated dynamic contractions. (https://www.notion.so/The-abstract-indicates-that-beta-alanine-supplementation-significantly-improved-dynamic-knee-extensi-49c9d758c91841608f0edf4abc469058?pvs=21), However, it also states that isometric endurance and 400-m race time were not affected by the supplementation. Therefore, while beta-alanine supplementation improved certain measures of exercise performance, it did not enhance overall exercise performance across all the tested parameters. (https://www.notion.so/However-it-also-states-that-isometric-endurance-and-400-m-race-time-were-not-affected-by-the-supple-cc55ffcac8d84f92bef004f86ac6657c?pvs=21)",n/a,Power Output,0,0,0,0,0,0,0,Beta-Alanine,,double-blind,n/a,https://pubmed.ncbi.nlm.nih.gov/17690198,,"✅,✅,✅",Beta-Alanine (https://www.notion.so/Beta-Alanine-1d659c2aeec581b5af2fe8afcbbbb5b5?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/9887110,No,"65+, 45-64",Exercise Perfomance,healthy weight,No,"September 25, 2023 5:44 AM",none,,Yes,,Exercise Perfomance,"April 15, 2025 5:56 PM",No,No,18,0,0,0,0,0,0,0,,"Taking chromium picolinate didn’t make the older men’s muscles bigger or stronger, even when they were lifting weights. However, lifting weights did help them gain muscle and strength, but this was not boosted by the supplement. The supplement only increased chromium in the urine. (https://www.notion.so/Taking-chromium-picolinate-didn-t-make-the-older-men-s-muscles-bigger-or-stronger-even-when-they-we-fa5f4d287fdd4e8a9c7611c18d732207?pvs=21)",Untitled (https://www.notion.so/810a74c870fe4d8bb9fc7e557f228984?pvs=21),"Taking chromium picolinate didn’t make the older men’s muscles bigger or stronger, even when they were lifting weights. However, lifting weights did help them gain muscle and strength, but this was not boosted by the supplement. The supplement only increased chromium in the urine. (https://www.notion.so/Taking-chromium-picolinate-didn-t-make-the-older-men-s-muscles-bigger-or-stronger-even-when-they-we-2c37519736514a3187155f36c46aa594?pvs=21)",male,Power Output,0,0,0,0,0,0,0,Chromium,,double-blind,1-6 months,https://pubmed.ncbi.nlm.nih.gov/9887110,,✅,Chromium (https://www.notion.so/Chromium-1d659c2aeec581919814c2d5ea96f468?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/11710399,No,18-29,Exercise Perfomance,"• Healthy Weight, Trained
",No,"September 25, 2023 5:45 AM",none,,Yes,,Exercise Perfomance,"April 15, 2025 5:56 PM",No,No,15,0,0,0,0,0,0,0,,"The results showed no change in muscle strength or body make-up, but the group taking the supplement did have more chromium coming out in their urine. (https://www.notion.so/The-results-showed-no-change-in-muscle-strength-or-body-make-up-but-the-group-taking-the-supplement-3770edf8eda548de92936a1a7314aa1f?pvs=21)",Untitled (https://www.notion.so/98d61af2c19d4343b9a214408242817d?pvs=21),"The results showed no change in muscle strength or body make-up, but the group taking the supplement did have more chromium coming out in their urine. (https://www.notion.so/The-results-showed-no-change-in-muscle-strength-or-body-make-up-but-the-group-taking-the-supplement-9b8b668e8b734ba9a5cd2d2af8726958?pvs=21)",female,Power Output,0,0,0,0,0,0,0,Chromium,,double-blind,1-6 months,https://pubmed.ncbi.nlm.nih.gov/11710399,,✅,Chromium (https://www.notion.so/Chromium-1d659c2aeec581919814c2d5ea96f468?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/12187613,No,"65+, 45-64",Exercise Perfomance,overweight,No,"September 25, 2023 5:47 AM",none,,Yes,,Exercise Perfomance,"April 15, 2025 5:56 PM",No,No,17,0,0,0,0,0,0,0,,"In older women, lifting weights makes muscles stronger, but taking extra chromium picolinate doesn’t make any difference to muscle strength, body fat, or muscle size.
G) Explain the results like I’m 5: (https://www.notion.so/In-older-women-lifting-weights-makes-muscles-stronger-but-taking-extra-chromium-picolinate-doesn-t-5ebbed2ba3004e14ae0e881d809bdd47?pvs=21)",,"In older women, lifting weights makes muscles stronger, but taking extra chromium picolinate doesn’t make any difference to muscle strength, body fat, or muscle size.
G) Explain the results like I’m 5: (https://www.notion.so/In-older-women-lifting-weights-makes-muscles-stronger-but-taking-extra-chromium-picolinate-doesn-t-d64f6279b30645319fdb0a411414a4fb?pvs=21)",female,Power Output,0,0,0,0,0,0,0,Chromium,,double-blind,1-6 months,https://pubmed.ncbi.nlm.nih.gov/12187613,,✅,Chromium (https://www.notion.so/Chromium-1d659c2aeec581919814c2d5ea96f468?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/9861607,No,18-29,Exercise Perfomance,"healthy weight, trained",No,"September 25, 2023 5:50 AM",none,,Yes,,Exercise Perfomance,"April 15, 2025 5:56 PM",No,No,20,0,0,0,0,0,0,0,,"The study found that taking chromium picolinate did not make the wrestlers' body composition or performance better than just training. However, those who only trained did improve their upper body endurance. (https://www.notion.so/The-study-found-that-taking-chromium-picolinate-did-not-make-the-wrestlers-body-composition-or-perf-58144a8194554f9d9d1a223e23b2df0e?pvs=21)",Untitled (https://www.notion.so/485626152b674bf5b7909d4aeffe1a21?pvs=21),"The study found that taking chromium picolinate did not make the wrestlers' body composition or performance better than just training. However, those who only trained did improve their upper body endurance. (https://www.notion.so/The-study-found-that-taking-chromium-picolinate-did-not-make-the-wrestlers-body-composition-or-perf-01053699311143219e81f71212099af9?pvs=21)",male,Power Output,0,0,0,0,0,0,0,Chromium,,double-blind,1-6 months,https://pubmed.ncbi.nlm.nih.gov/9861607,,✅,Chromium (https://www.notion.so/Chromium-1d659c2aeec581919814c2d5ea96f468?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/23034474,No,18-29,Exercise Perfomance,"obese, overweight",No,"September 25, 2023 5:53 AM",none,,Yes,,Exercise Perfomance,"April 18, 2025 4:18 PM",No,No,23,0,0,0,0,0,0,0,,"Vitamin D supplementation in overweight and obese adults during resistance training induced an early improvement in peak power, and elevated vitamin D status was associated with reduced waist-to-hip ratio. (https://www.notion.so/Vitamin-D-supplementation-in-overweight-and-obese-adults-during-resistance-training-induced-an-early-b56fe5d8abe54904ba7f538ca51d781e?pvs=21)",Untitled (https://www.notion.so/0134ba6874a74d62aabce845df871d0a?pvs=21),"Vitamin D supplementation in overweight and obese adults during resistance training induced an early improvement in peak power, and elevated vitamin D status was associated with reduced waist-to-hip ratio. (https://www.notion.so/Vitamin-D-supplementation-in-overweight-and-obese-adults-during-resistance-training-induced-an-early-51ef940d828c447e923802c81b83850b?pvs=21)",both sexes,Power Output,0,0,0,0,0,0,0,Vitamin D,,double-blind,1-6 months,https://pubmed.ncbi.nlm.nih.gov/23034474,,✅,Vitamin D (https://www.notion.so/Vitamin-D-1d659c2aeec581c6b791ea70f980d9b2?pvs=21)
